X111	X112	X121	X122	X211	X212	X221	X222	E111	E112	E121	E122	E211	E212	E221	E222	EX1	DIC1	EM1	EX2	DIC2	EM2
1.000000	0.773960	0.000000	0.226040	0.994594	0.000095	0.005406	0.999905	16.437127	0.765152	0.000002	0.223468	0.031664	0.001474	0.000172	15.536925	2	0	0	13	0	0
1.000000	0.782955	0.000000	0.217045	0.994594	0.000095	0.005406	0.999905	14.496476	0.674814	0.000002	0.187067	0.031664	0.001474	0.000172	15.536925	3	0	0	13	0	0
1.000000	0.776978	0.000000	0.223022	0.994594	0.000095	0.005406	0.999905	24.512067	1.141042	0.000004	0.327521	0.031664	0.001474	0.000172	15.536925	4	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	5	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	6	0	0	13	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.031664	0.001474	0.000172	15.536925	7	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	8	0	0	13	0	0
1.000000	0.776952	0.000000	0.223048	0.994594	0.000095	0.005406	0.999905	25.134895	1.170035	0.000004	0.335895	0.031664	0.001474	0.000172	15.536925	9	0	0	13	0	0
1.000000	0.774087	0.000000	0.225913	0.994594	0.000095	0.005406	0.999905	0.000003	0.000000	0.000000	0.000000	0.031664	0.001474	0.000172	15.536925	10	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	11	0	0	13	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.031664	0.001474	0.000172	15.536925	12	0	0	13	0	0
1.000000	0.777590	0.000000	0.222410	0.994594	0.000095	0.005406	0.999905	0.000714	0.000033	0.000000	0.000010	0.031664	0.001474	0.000172	15.536925	13	0	0	13	0	0
1.000000	0.777069	0.000000	0.222931	0.994594	0.000095	0.005406	0.999905	24.869770	1.157693	0.000004	0.332127	0.031664	0.001474	0.000172	15.536925	14	0	0	13	0	0
1.000000	0.775202	0.000000	0.224798	0.994594	0.000095	0.005406	0.999905	23.343138	1.086628	0.000003	0.315108	0.031664	0.001474	0.000172	15.536925	15	0	0	13	0	0
1.000000	0.776718	0.000000	0.223282	0.994594	0.000095	0.005406	0.999905	24.598009	1.145043	0.000004	0.329163	0.031664	0.001474	0.000172	15.536925	16	0	0	13	0	0
1.000000	0.780836	0.000000	0.219164	0.994594	0.000095	0.005406	0.999905	19.487477	0.907146	0.000003	0.254616	0.031664	0.001474	0.000172	15.536925	17	0	0	13	0	0
1.000000	0.776629	0.000000	0.223371	0.994594	0.000095	0.005406	0.999905	19.590962	0.911964	0.000003	0.262296	0.031664	0.001474	0.000172	15.536925	18	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	19	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	20	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	21	0	0	13	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.031664	0.001474	0.000172	15.536925	22	0	0	13	0	0
1.000000	0.749021	0.000000	0.250979	0.994595	0.000095	0.005405	0.999905	10.973574	0.510822	0.000002	0.171164	0.031667	0.001474	0.000172	15.536163	0	0	0	14	0	0
1.000000	0.754389	0.000000	0.245611	0.994595	0.000095	0.005405	0.999905	8.609354	0.400767	0.000001	0.130480	0.031667	0.001474	0.000172	15.536163	1	0	0	14	0	0
1.000000	0.773960	0.000000	0.226040	0.994595	0.000095	0.005405	0.999905	16.437127	0.765152	0.000002	0.223468	0.031667	0.001474	0.000172	15.536163	2	0	0	14	0	0
1.000000	0.782955	0.000000	0.217045	0.994595	0.000095	0.005405	0.999905	14.496476	0.674814	0.000002	0.187067	0.031667	0.001474	0.000172	15.536163	3	0	0	14	0	0
1.000000	0.776978	0.000000	0.223022	0.994595	0.000095	0.005405	0.999905	24.512067	1.141042	0.000004	0.327521	0.031667	0.001474	0.000172	15.536163	4	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	5	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	6	0	0	14	0	0
1.000000	0.777131	0.000000	0.222869	0.994595	0.000095	0.005405	0.999905	24.433332	1.137377	0.000004	0.326181	0.031667	0.001474	0.000172	15.536163	7	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	8	0	0	14	0	0
1.000000	0.776952	0.000000	0.223048	0.994595	0.000095	0.005405	0.999905	25.134895	1.170035	0.000004	0.335895	0.031667	0.001474	0.000172	15.536163	9	0	0	14	0	0
1.000000	0.774087	0.000000	0.225913	0.994595	0.000095	0.005405	0.999905	0.000003	0.000000	0.000000	0.000000	0.031667	0.001474	0.000172	15.536163	10	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	11	0	0	14	0	0
1.000000	0.777131	0.000000	0.222869	0.994595	0.000095	0.005405	0.999905	24.433332	1.137377	0.000004	0.326181	0.031667	0.001474	0.000172	15.536163	12	0	0	14	0	0
1.000000	0.777590	0.000000	0.222410	0.994595	0.000095	0.005405	0.999905	0.000714	0.000033	0.000000	0.000010	0.031667	0.001474	0.000172	15.536163	13	0	0	14	0	0
1.000000	0.777069	0.000000	0.222931	0.994595	0.000095	0.005405	0.999905	24.869770	1.157693	0.000004	0.332127	0.031667	0.001474	0.000172	15.536163	14	0	0	14	0	0
1.000000	0.775202	0.000000	0.224798	0.994595	0.000095	0.005405	0.999905	23.343138	1.086628	0.000003	0.315108	0.031667	0.001474	0.000172	15.536163	15	0	0	14	0	0
1.000000	0.776718	0.000000	0.223282	0.994595	0.000095	0.005405	0.999905	24.598009	1.145043	0.000004	0.329163	0.031667	0.001474	0.000172	15.536163	16	0	0	14	0	0
1.000000	0.780836	0.000000	0.219164	0.994595	0.000095	0.005405	0.999905	19.487477	0.907146	0.000003	0.254616	0.031667	0.001474	0.000172	15.536163	17	0	0	14	0	0
1.000000	0.776629	0.000000	0.223371	0.994595	0.000095	0.005405	0.999905	19.590962	0.911964	0.000003	0.262296	0.031667	0.001474	0.000172	15.536163	18	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	19	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	20	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	21	0	0	14	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.031667	0.001474	0.000172	15.536163	22	0	0	14	0	0
1.000000	0.749021	0.000000	0.250979	0.994593	0.000095	0.005407	0.999905	10.973574	0.510822	0.000002	0.171164	0.031945	0.001487	0.000174	15.677192	0	0	0	15	0	0
1.000000	0.754389	0.000000	0.245611	0.994593	0.000095	0.005407	0.999905	8.609354	0.400767	0.000001	0.130480	0.031945	0.001487	0.000174	15.677192	1	0	0	15	0	0
1.000000	0.773960	0.000000	0.226040	0.994593	0.000095	0.005407	0.999905	16.437127	0.765152	0.000002	0.223468	0.031945	0.001487	0.000174	15.677192	2	0	0	15	0	0
1.000000	0.782955	0.000000	0.217045	0.994593	0.000095	0.005407	0.999905	14.496476	0.674814	0.000002	0.187067	0.031945	0.001487	0.000174	15.677192	3	0	0	15	0	0
1.000000	0.776978	0.000000	0.223022	0.994593	0.000095	0.005407	0.999905	24.512067	1.141042	0.000004	0.327521	0.031945	0.001487	0.000174	15.677192	4	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000241	0.000011	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	5	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000241	0.000011	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	6	0	0	15	0	0
1.000000	0.777131	0.000000	0.222869	0.994593	0.000095	0.005407	0.999905	24.433332	1.137377	0.000004	0.326181	0.031945	0.001487	0.000174	15.677192	7	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000241	0.000011	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	8	0	0	15	0	0
1.000000	0.776952	0.000000	0.223048	0.994593	0.000095	0.005407	0.999905	25.134895	1.170035	0.000004	0.335895	0.031945	0.001487	0.000174	15.677192	9	0	0	15	0	0
1.000000	0.774087	0.000000	0.225913	0.994593	0.000095	0.005407	0.999905	0.000003	0.000000	0.000000	0.000000	0.031945	0.001487	0.000174	15.677192	10	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000254	0.000012	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	11	0	0	15	0	0
1.000000	0.777131	0.000000	0.222869	0.994593	0.000095	0.005407	0.999905	24.433332	1.137377	0.000004	0.326181	0.031945	0.001487	0.000174	15.677192	12	0	0	15	0	0
1.000000	0.777590	0.000000	0.222410	0.994593	0.000095	0.005407	0.999905	0.000714	0.000033	0.000000	0.000010	0.031945	0.001487	0.000174	15.677192	13	0	0	15	0	0
1.000000	0.777069	0.000000	0.222931	0.994593	0.000095	0.005407	0.999905	24.869770	1.157693	0.000004	0.332127	0.031945	0.001487	0.000174	15.677192	14	0	0	15	0	0
1.000000	0.775202	0.000000	0.224798	0.994593	0.000095	0.005407	0.999905	23.343138	1.086628	0.000003	0.315108	0.031945	0.001487	0.000174	15.677192	15	0	0	15	0	0
1.000000	0.776718	0.000000	0.223282	0.994593	0.000095	0.005407	0.999905	24.598009	1.145043	0.000004	0.329163	0.031945	0.001487	0.000174	15.677192	16	0	0	15	0	0
1.000000	0.780836	0.000000	0.219164	0.994593	0.000095	0.005407	0.999905	19.487477	0.907146	0.000003	0.254616	0.031945	0.001487	0.000174	15.677192	17	0	0	15	0	0
1.000000	0.776629	0.000000	0.223371	0.994593	0.000095	0.005407	0.999905	19.590962	0.911964	0.000003	0.262296	0.031945	0.001487	0.000174	15.677192	18	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000254	0.000012	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	19	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000254	0.000012	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	20	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000254	0.000012	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	21	0	0	15	0	0
1.000000	0.777003	0.000000	0.222997	0.994593	0.000095	0.005407	0.999905	0.000254	0.000012	0.000000	0.000003	0.031945	0.001487	0.000174	15.677192	22	0	0	15	0	0
1.000000	0.749021	0.000000	0.250979	0.994601	0.000095	0.005399	0.999905	10.973574	0.510822	0.000002	0.171164	0.030028	0.001398	0.000163	14.716304	0	0	0	16	0	0
1.000000	0.754389	0.000000	0.245611	0.994601	0.000095	0.005399	0.999905	8.609354	0.400767	0.000001	0.130480	0.030028	0.001398	0.000163	14.716304	1	0	0	16	0	0
1.000000	0.773960	0.000000	0.226040	0.994601	0.000095	0.005399	0.999905	16.437127	0.765152	0.000002	0.223468	0.030028	0.001398	0.000163	14.716304	2	0	0	16	0	0
1.000000	0.782955	0.000000	0.217045	0.994601	0.000095	0.005399	0.999905	14.496476	0.674814	0.000002	0.187067	0.030028	0.001398	0.000163	14.716304	3	0	0	16	0	0
1.000000	0.776978	0.000000	0.223022	0.994601	0.000095	0.005399	0.999905	24.512067	1.141042	0.000004	0.327521	0.030028	0.001398	0.000163	14.716304	4	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000241	0.000011	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	5	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000241	0.000011	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	6	0	0	16	0	0
1.000000	0.777131	0.000000	0.222869	0.994601	0.000095	0.005399	0.999905	24.433332	1.137377	0.000004	0.326181	0.030028	0.001398	0.000163	14.716304	7	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000241	0.000011	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	8	0	0	16	0	0
1.000000	0.776952	0.000000	0.223048	0.994601	0.000095	0.005399	0.999905	25.134895	1.170035	0.000004	0.335895	0.030028	0.001398	0.000163	14.716304	9	0	0	16	0	0
1.000000	0.774087	0.000000	0.225913	0.994601	0.000095	0.005399	0.999905	0.000003	0.000000	0.000000	0.000000	0.030028	0.001398	0.000163	14.716304	10	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000254	0.000012	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	11	0	0	16	0	0
1.000000	0.777131	0.000000	0.222869	0.994601	0.000095	0.005399	0.999905	24.433332	1.137377	0.000004	0.326181	0.030028	0.001398	0.000163	14.716304	12	0	0	16	0	0
1.000000	0.777590	0.000000	0.222410	0.994601	0.000095	0.005399	0.999905	0.000714	0.000033	0.000000	0.000010	0.030028	0.001398	0.000163	14.716304	13	0	0	16	0	0
1.000000	0.777069	0.000000	0.222931	0.994601	0.000095	0.005399	0.999905	24.869770	1.157693	0.000004	0.332127	0.030028	0.001398	0.000163	14.716304	14	0	0	16	0	0
1.000000	0.775202	0.000000	0.224798	0.994601	0.000095	0.005399	0.999905	23.343138	1.086628	0.000003	0.315108	0.030028	0.001398	0.000163	14.716304	15	0	0	16	0	0
1.000000	0.776718	0.000000	0.223282	0.994601	0.000095	0.005399	0.999905	24.598009	1.145043	0.000004	0.329163	0.030028	0.001398	0.000163	14.716304	16	0	0	16	0	0
1.000000	0.780836	0.000000	0.219164	0.994601	0.000095	0.005399	0.999905	19.487477	0.907146	0.000003	0.254616	0.030028	0.001398	0.000163	14.716304	17	0	0	16	0	0
1.000000	0.776629	0.000000	0.223371	0.994601	0.000095	0.005399	0.999905	19.590962	0.911964	0.000003	0.262296	0.030028	0.001398	0.000163	14.716304	18	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000254	0.000012	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	19	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000254	0.000012	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	20	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000254	0.000012	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	21	0	0	16	0	0
1.000000	0.777003	0.000000	0.222997	0.994601	0.000095	0.005399	0.999905	0.000254	0.000012	0.000000	0.000003	0.030028	0.001398	0.000163	14.716304	22	0	0	16	0	0
1.000000	0.749021	0.000000	0.250979	0.994594	0.000095	0.005406	0.999905	10.973574	0.510822	0.000002	0.171164	0.000000	0.000000	0.000000	0.000161	0	0	0	17	0	0
1.000000	0.754389	0.000000	0.245611	0.994594	0.000095	0.005406	0.999905	8.609354	0.400767	0.000001	0.130480	0.000000	0.000000	0.000000	0.000161	1	0	0	17	0	0
1.000000	0.773960	0.000000	0.226040	0.994594	0.000095	0.005406	0.999905	16.437127	0.765152	0.000002	0.223468	0.000000	0.000000	0.000000	0.000161	2	0	0	17	0	0
1.000000	0.782955	0.000000	0.217045	0.994594	0.000095	0.005406	0.999905	14.496476	0.674814	0.000002	0.187067	0.000000	0.000000	0.000000	0.000161	3	0	0	17	0	0
1.000000	0.776978	0.000000	0.223022	0.994594	0.000095	0.005406	0.999905	24.512067	1.141042	0.000004	0.327521	0.000000	0.000000	0.000000	0.000161	4	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	5	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	6	0	0	17	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.000000	0.000000	0.000000	0.000161	7	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	8	0	0	17	0	0
1.000000	0.776952	0.000000	0.223048	0.994594	0.000095	0.005406	0.999905	25.134895	1.170035	0.000004	0.335895	0.000000	0.000000	0.000000	0.000161	9	0	0	17	0	0
1.000000	0.774087	0.000000	0.225913	0.994594	0.000095	0.005406	0.999905	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000161	10	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	11	0	0	17	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.000000	0.000000	0.000000	0.000161	12	0	0	17	0	0
1.000000	0.777590	0.000000	0.222410	0.994594	0.000095	0.005406	0.999905	0.000714	0.000033	0.000000	0.000010	0.000000	0.000000	0.000000	0.000161	13	0	0	17	0	0
1.000000	0.777069	0.000000	0.222931	0.994594	0.000095	0.005406	0.999905	24.869770	1.157693	0.000004	0.332127	0.000000	0.000000	0.000000	0.000161	14	0	0	17	0	0
1.000000	0.775202	0.000000	0.224798	0.994594	0.000095	0.005406	0.999905	23.343138	1.086628	0.000003	0.315108	0.000000	0.000000	0.000000	0.000161	15	0	0	17	0	0
1.000000	0.776718	0.000000	0.223282	0.994594	0.000095	0.005406	0.999905	24.598009	1.145043	0.000004	0.329163	0.000000	0.000000	0.000000	0.000161	16	0	0	17	0	0
1.000000	0.780836	0.000000	0.219164	0.994594	0.000095	0.005406	0.999905	19.487477	0.907146	0.000003	0.254616	0.000000	0.000000	0.000000	0.000161	17	0	0	17	0	0
1.000000	0.776629	0.000000	0.223371	0.994594	0.000095	0.005406	0.999905	19.590962	0.911964	0.000003	0.262296	0.000000	0.000000	0.000000	0.000161	18	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	19	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	20	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	21	0	0	17	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000161	22	0	0	17	0	0
1.000000	0.749021	0.000000	0.250979	0.994594	0.000095	0.005406	0.999905	10.973574	0.510822	0.000002	0.171164	0.000000	0.000000	0.000000	0.000153	0	0	0	18	0	0
1.000000	0.754389	0.000000	0.245611	0.994594	0.000095	0.005406	0.999905	8.609354	0.400767	0.000001	0.130480	0.000000	0.000000	0.000000	0.000153	1	0	0	18	0	0
1.000000	0.773960	0.000000	0.226040	0.994594	0.000095	0.005406	0.999905	16.437127	0.765152	0.000002	0.223468	0.000000	0.000000	0.000000	0.000153	2	0	0	18	0	0
1.000000	0.782955	0.000000	0.217045	0.994594	0.000095	0.005406	0.999905	14.496476	0.674814	0.000002	0.187067	0.000000	0.000000	0.000000	0.000153	3	0	0	18	0	0
1.000000	0.776978	0.000000	0.223022	0.994594	0.000095	0.005406	0.999905	24.512067	1.141042	0.000004	0.327521	0.000000	0.000000	0.000000	0.000153	4	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	5	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	6	0	0	18	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.000000	0.000000	0.000000	0.000153	7	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	8	0	0	18	0	0
1.000000	0.776952	0.000000	0.223048	0.994594	0.000095	0.005406	0.999905	25.134895	1.170035	0.000004	0.335895	0.000000	0.000000	0.000000	0.000153	9	0	0	18	0	0
1.000000	0.774087	0.000000	0.225913	0.994594	0.000095	0.005406	0.999905	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000153	10	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	11	0	0	18	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.000000	0.000000	0.000000	0.000153	12	0	0	18	0	0
1.000000	0.777590	0.000000	0.222410	0.994594	0.000095	0.005406	0.999905	0.000714	0.000033	0.000000	0.000010	0.000000	0.000000	0.000000	0.000153	13	0	0	18	0	0
1.000000	0.777069	0.000000	0.222931	0.994594	0.000095	0.005406	0.999905	24.869770	1.157693	0.000004	0.332127	0.000000	0.000000	0.000000	0.000153	14	0	0	18	0	0
1.000000	0.775202	0.000000	0.224798	0.994594	0.000095	0.005406	0.999905	23.343138	1.086628	0.000003	0.315108	0.000000	0.000000	0.000000	0.000153	15	0	0	18	0	0
1.000000	0.776718	0.000000	0.223282	0.994594	0.000095	0.005406	0.999905	24.598009	1.145043	0.000004	0.329163	0.000000	0.000000	0.000000	0.000153	16	0	0	18	0	0
1.000000	0.780836	0.000000	0.219164	0.994594	0.000095	0.005406	0.999905	19.487477	0.907146	0.000003	0.254616	0.000000	0.000000	0.000000	0.000153	17	0	0	18	0	0
1.000000	0.776629	0.000000	0.223371	0.994594	0.000095	0.005406	0.999905	19.590962	0.911964	0.000003	0.262296	0.000000	0.000000	0.000000	0.000153	18	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	19	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	20	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	21	0	0	18	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.000000	0.000000	0.000000	0.000153	22	0	0	18	0	0
1.000000	0.749021	0.000000	0.250979	0.994595	0.000095	0.005405	0.999905	10.973574	0.510822	0.000002	0.171164	0.026633	0.001240	0.000145	13.066694	0	0	0	19	0	0
1.000000	0.754389	0.000000	0.245611	0.994595	0.000095	0.005405	0.999905	8.609354	0.400767	0.000001	0.130480	0.026633	0.001240	0.000145	13.066694	1	0	0	19	0	0
1.000000	0.773960	0.000000	0.226040	0.994595	0.000095	0.005405	0.999905	16.437127	0.765152	0.000002	0.223468	0.026633	0.001240	0.000145	13.066694	2	0	0	19	0	0
1.000000	0.782955	0.000000	0.217045	0.994595	0.000095	0.005405	0.999905	14.496476	0.674814	0.000002	0.187067	0.026633	0.001240	0.000145	13.066694	3	0	0	19	0	0
1.000000	0.776978	0.000000	0.223022	0.994595	0.000095	0.005405	0.999905	24.512067	1.141042	0.000004	0.327521	0.026633	0.001240	0.000145	13.066694	4	0	0	19	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.026633	0.001240	0.000145	13.066694	5	0	0	19	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.026633	0.001240	0.000145	13.066694	6	0	0	19	0	0
1.000000	0.777131	0.000000	0.222869	0.994595	0.000095	0.005405	0.999905	24.433332	1.137377	0.000004	0.326181	0.026633	0.001240	0.000145	13.066694	7	0	0	19	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000241	0.000011	0.000000	0.000003	0.026633	0.001240	0.000145	13.066694	8	0	0	19	0	0
1.000000	0.776952	0.000000	0.223048	0.994595	0.000095	0.005405	0.999905	25.134895	1.170035	0.000004	0.335895	0.026633	0.001240	0.000145	13.066694	9	0	0	19	0	0
1.000000	0.774087	0.000000	0.225913	0.994595	0.000095	0.005405	0.999905	0.000003	0.000000	0.000000	0.000000	0.026633	0.001240	0.000145	13.066694	10	0	0	19	0	0
1.000000	0.777003	0.000000	0.222997	0.994595	0.000095	0.005405	0.999905	0.000254	0.000012	0.000000	0.000003	0.026633	0.001240	0.000145	13.066694	11	0	0	19	0	0
1.000000	0.777131	0.000000	0.222869	0.994595	0.000095	0.005405	0.999905	24.433332	1.137377	0.000004	0.326181	0.026633	0.001240	0.000145	13.066694	12	0	0	19	0	0
1.000000	0.777590	0.000000	0.222410	0.994595	0.000095	0.005405	0.999905	0.000714	0.000033	0.000000	0.000010	0.026633	0.001240	0.000145	13.066694	13	0	0	19	0	0
1.000000	0.777069	0.000000	0.222931	0.994595	0.000095	0.005405	0.999905	24.869770	1.157693	0.000004	0.332127	0.026633	0.001240	0.000145	13.066694	14	0	0	19	0	0
